Phi[deg],Theta[deg],GainTotal
-36,90,0.29105
-34,90,0.28107
-32,90,0.270446
-30,90,0.259273
-28,90,0.247655
-26,90,0.235704
-24,90,0.223545
-22,90,0.211312
-20,90,0.199159
-18,90,0.187264
-16,90,0.175827
-14,90,0.165073
-12,90,0.155251
-10,90,0.146618
-8,90,0.139433
-6,90,0.133934
-4,90,0.130326
-2,90,0.128755
0,90,0.129301
2,90,0.131964
4,90,0.136657
6,90,0.143215
8,90,0.151394
10,90,0.160891
12,90,0.171359
14,90,0.182419
16,90,0.193682
18,90,0.204764
20,90,0.215296
22,90,0.224943
24,90,0.233406
26,90,0.240441
28,90,0.245859
30,90,0.249542
32,90,0.251445
34,90,0.251604
36,90,0.250136
38,90,0.247237
40,90,0.243172
42,90,0.238262
44,90,0.232859
46,90,0.227327
48,90,0.222007
50,90,0.217195
52,90,0.213118
54,90,0.20991
56,90,0.207611
58,90,0.206159
60,90,0.205406
62,90,0.205134
64,90,0.205084
66,90,0.204984
68,90,0.204583
70,90,0.203682
72,90,0.202162
74,90,0.199994
76,90,0.197257
78,90,0.194132
80,90,0.190893
82,90,0.187888
84,90,0.18551
86,90,0.184166
88,90,0.184243
90,90,0.186075
92,90,0.18991
94,90,0.195885
96,90,0.204014
98,90,0.214179
100,90,0.226137
102,90,0.239539
104,90,0.253962
106,90,0.268943
108,90,0.284029
110,90,0.298821
112,90,0.313017
114,90,0.326446
116,90,0.339086
118,90,0.351074
120,90,0.362683
122,90,0.374295
124,90,0.386346
126,90,0.399268
128,90,0.413419
130,90,0.429023
132,90,0.446114
134,90,0.464498
136,90,0.483744
138,90,0.503188
140,90,0.521972
142,90,0.5391
144,90,0.55351
146,90,0.564157
148,90,0.570097
150,90,0.570562
152,90,0.565022
154,90,0.553232
156,90,0.535252
158,90,0.511449
160,90,0.482477
162,90,0.449243
164,90,0.412855
166,90,0.374565
168,90,0.335708
170,90,0.29764
172,90,0.261684
174,90,0.229069
176,90,0.200894
178,90,0.178078
180,90,0.161341
-180,92,0.163539
-178,92,0.154018
-176,92,0.150699
-174,92,0.153567
-172,92,0.162369
-170,92,0.176615
-168,92,0.1956
-166,92,0.218429
-164,92,0.244054
-162,92,0.27132
-160,92,0.299015
-158,92,0.325937
-156,92,0.350945
-154,92,0.373031
-152,92,0.391365
-150,92,0.405346
-148,92,0.414635
-146,92,0.419161
-144,92,0.419125
-142,92,0.414971
-140,92,0.407344
-138,92,0.397033
-136,92,0.384907
-134,92,0.371841
-132,92,0.358651
-130,92,0.346034
-128,92,0.334525
-126,92,0.324466
-124,92,0.316003
-122,92,0.309095
-120,92,0.30354
-118,92,0.299021
-116,92,0.29515
-114,92,0.291521
-112,92,0.287757
-110,92,0.283552
-108,92,0.278702
-106,92,0.273118
-104,92,0.266835
-102,92,0.260005
-100,92,0.252877
-98,92,0.245772
-96,92,0.239057
-94,92,0.233109
-92,92,0.228286
-90,92,0.224898
-88,92,0.223186
-86,92,0.223301
-84,92,0.225294
-82,92,0.229118
-80,92,0.234624
-78,92,0.241577
-76,92,0.249673
-74,92,0.258554
-72,92,0.267838
-70,92,0.277139
-68,92,0.286092
-66,92,0.294367
-64,92,0.301691
-62,92,0.307848
-60,92,0.312687
-58,92,0.316116
-56,92,0.318095
-54,92,0.318625
-52,92,0.317738
-50,92,0.315484
-48,92,0.311925
-46,92,0.307129
-44,92,0.301169
-42,92,0.294117
-40,92,0.286053
-38,92,0.277061
-36,92,0.267235
-34,92,0.256673
-32,92,0.245481
-30,92,0.233771
-28,92,0.22166
-26,92,0.209268
-24,92,0.196724
-22,92,0.184165
-20,92,0.171746
-18,92,0.15964
-16,92,0.148044
-14,92,0.13718
-12,92,0.127287
-10,92,0.118619
-8,92,0.111426
-6,92,0.10594
-4,92,0.10236
-2,92,0.100827
0,92,0.101416
2,92,0.104124
4,92,0.108862
6,92,0.115464
8,92,0.123689
10,92,0.133235
12,92,0.14376
14,92,0.154892
16,92,0.166248
18,92,0.177455
20,92,0.188154
22,92,0.198021
24,92,0.206771
26,92,0.214169
28,92,0.220039
30,92,0.224271
32,92,0.226829
34,92,0.227749
36,92,0.227148
38,92,0.225212
40,92,0.222192
42,92,0.218388
44,92,0.214123
46,92,0.209728
48,92,0.205508
50,92,0.201721
52,92,0.198556
54,92,0.196115
56,92,0.194412
58,92,0.193369
60,92,0.192831
62,92,0.192586
64,92,0.192391
66,92,0.192003
68,92,0.191208
70,92,0.189854
72,92,0.187868
74,92,0.185275
76,92,0.182203
78,92,0.17888
80,92,0.17562
82,92,0.172802
84,92,0.170838
86,92,0.170145
88,92,0.171106
90,92,0.174035
92,92,0.179149
94,92,0.186542
96,92,0.196169
98,92,0.207844
100,92,0.221248
102,92,0.23595
104,92,0.251443
106,92,0.267181
108,92,0.282633
110,92,0.297335
112,92,0.310929
114,92,0.32321
116,92,0.334145
118,92,0.343878
120,92,0.352721
122,92,0.361114
124,92,0.369578
126,92,0.378647
128,92,0.388803
130,92,0.400399
132,92,0.413608
134,92,0.428372
136,92,0.444388
138,92,0.461107
140,92,0.477769
142,92,0.49345
144,92,0.507138
146,92,0.517809
148,92,0.524512
150,92,0.526447
152,92,0.523031
154,92,0.513942
156,92,0.499149
158,92,0.478917
160,92,0.45379
162,92,0.42456
164,92,0.392225
166,92,0.357926
168,92,0.322897
170,92,0.288402
172,92,0.255675
174,92,0.225876
176,92,0.200038
178,92,0.179033
180,92,0.163539
-180,94,0.164142
-178,94,0.155223
-176,94,0.15194
-174,94,0.154281
-172,94,0.162002
-170,94,0.174641
-168,94,0.191533
-166,94,0.211836
-164,94,0.234571
-162,94,0.258662
-160,94,0.282993
-158,94,0.306461
-156,94,0.328037
-154,94,0.346822
-152,94,0.3621
-150,94,0.373378
-148,94,0.38041
-146,94,0.383212
-144,94,0.382049
-142,94,0.377409
-140,94,0.369959
-138,94,0.360484
-136,94,0.349823
-134,94,0.338801
-132,94,0.328157
-130,94,0.318496
-128,94,0.310244
-126,94,0.303626
-124,94,0.298664
-122,94,0.295195
-120,94,0.2929
-118,94,0.291352
-116,94,0.290072
-114,94,0.288577
-112,94,0.286434
-110,94,0.283302
-108,94,0.278962
-106,94,0.273334
-104,94,0.266481
-102,94,0.2586
-100,94,0.250001
-98,94,0.241078
-96,94,0.23228
-94,94,0.22407
-92,94,0.216895
-90,94,0.211151
-88,94,0.207161
-86,94,0.205149
-84,94,0.205231
-82,94,0.207409
-80,94,0.211573
-78,94,0.217509
-76,94,0.224918
-74,94,0.233436
-72,94,0.242659
-70,94,0.252164
-68,94,0.261541
-66,94,0.27041
-64,94,0.278438
-62,94,0.285354
-60,94,0.290952
-58,94,0.295091
-56,94,0.297688
-54,94,0.298715
-52,94,0.298182
-50,94,0.29613
-48,94,0.292623
-46,94,0.287739
-44,94,0.281565
-42,94,0.274199
-40,94,0.265743
-38,94,0.25631
-36,94,0.246016
-34,94,0.234984
-32,94,0.223339
-30,94,0.21121
-28,94,0.198725
-26,94,0.186014
-24,94,0.173209
-22,94,0.160451
-20,94,0.147893
-18,94,0.135703
-16,94,0.124074
-14,94,0.113217
-12,94,0.103364
-10,94,0.0947583
-8,94,0.08764
-6,94,0.0822321
-4,94,0.0787225
-2,94,0.0772469
0,94,0.0778741
2,94,0.0805966
4,94,0.0853263
6,94,0.091897
8,94,0.100072
10,94,0.109559
12,94,0.12002
14,94,0.131095
16,94,0.142415
18,94,0.153616
20,94,0.164357
22,94,0.174326
24,94,0.183252
26,94,0.190913
28,94,0.197146
30,94,0.20185
32,94,0.204992
34,94,0.206612
36,94,0.20682
38,94,0.205791
40,94,0.203757
42,94,0.200993
44,94,0.197791
46,94,0.194445
48,94,0.191222
50,94,0.18834
52,94,0.185952
54,94,0.18413
56,94,0.182864
58,94,0.182065
60,94,0.181576
62,94,0.181197
64,94,0.180709
66,94,0.179902
68,94,0.178607
70,94,0.176719
72,94,0.174217
74,94,0.171181
76,94,0.167787
78,94,0.164309
80,94,0.161098
82,94,0.15856
84,94,0.157124
86,94,0.15721
88,94,0.159192
90,94,0.163361
92,94,0.169897
94,94,0.178846
96,94,0.190103
98,94,0.203413
100,94,0.218381
102,94,0.234494
104,94,0.251162
106,94,0.267761
108,94,0.283685
110,94,0.298405
112,94,0.311516
114,94,0.322778
116,94,0.332145
118,94,0.339772
120,94,0.346003
122,94,0.351333
124,94,0.356362
126,94,0.36172
128,94,0.368002
130,94,0.375685
132,94,0.385071
134,94,0.396232
136,94,0.40899
138,94,0.42291
140,94,0.437325
142,94,0.451389
144,94,0.46414
146,94,0.474582
148,94,0.481763
150,94,0.484857
152,94,0.483233
154,94,0.476499
156,94,0.46454
158,94,0.447523
160,94,0.425888
162,94,0.40032
164,94,0.371706
166,94,0.341085
168,94,0.309592
170,94,0.278401
172,94,0.248667
174,94,0.221478
176,94,0.197809
178,94,0.178483
180,94,0.164142
-180,96,0.163185
-178,96,0.154819
-176,96,0.151569
-174,96,0.15342
-172,96,0.160141
-170,96,0.171293
-168,96,0.18625
-166,96,0.204221
-164,96,0.224292
-162,96,0.245466
-160,96,0.266715
-158,96,0.287036
-156,96,0.305504
-154,96,0.32133
-152,96,0.333902
-150,96,0.34283
-148,96,0.34796
-146,96,0.349383
-144,96,0.347424
-142,96,0.342608
-140,96,0.335615
-138,96,0.327223
-136,96,0.318236
-134,96,0.30942
-132,96,0.30144
-130,96,0.294807
-128,96,0.289839
-126,96,0.286649
-124,96,0.28514
-122,96,0.285031
-120,96,0.285894
-118,96,0.287204
-116,96,0.288392
-114,96,0.288906
-112,96,0.288263
-110,96,0.28609
-108,96,0.282157
-106,96,0.276394
-104,96,0.268889
-102,96,0.259884
-100,96,0.249748
-98,96,0.238944
-96,96,0.228
-94,96,0.217463
-92,96,0.207866
-90,96,0.19969
-88,96,0.193336
-86,96,0.189105
-84,96,0.187175
-82,96,0.187601
-80,96,0.190311
-78,96,0.195119
-76,96,0.201734
-74,96,0.209789
-72,96,0.21886
-70,96,0.228495
-68,96,0.23824
-66,96,0.247665
-64,96,0.256385
-62,96,0.264069
-60,96,0.270456
-58,96,0.275354
-56,96,0.278638
-54,96,0.280244
-52,96,0.280159
-50,96,0.278411
-48,96,0.275063
-46,96,0.270199
-44,96,0.263923
-42,96,0.256353
-40,96,0.247616
-38,96,0.23785
-36,96,0.227197
-34,96,0.215802
-32,96,0.203812
-30,96,0.191373
-28,96,0.178624
-26,96,0.165706
-24,96,0.152755
-22,96,0.139914
-20,96,0.127332
-18,96,0.115173
-16,96,0.103622
-14,96,0.0928796
-12,96,0.0831661
-10,96,0.0747105
-8,96,0.06774
-6,96,0.0624648
-4,96,0.0590612
-2,96,0.0576554
0,96,0.0583096
2,96,0.0610128
4,96,0.0656774
6,96,0.0721406
8,96,0.0801732
10,96,0.0894914
12,96,0.0997718
14,96,0.110668
16,96,0.121827
18,96,0.132902
20,96,0.143568
22,96,0.15353
24,96,0.162532
26,96,0.170369
28,96,0.176886
30,96,0.181993
32,96,0.185659
34,96,0.187924
36,96,0.188889
38,96,0.188714
40,96,0.187611
42,96,0.185822
44,96,0.183608
46,96,0.181222
48,96,0.17889
50,96,0.176793
52,96,0.175046
54,96,0.173695
56,96,0.172709
58,96,0.171993
60,96,0.171395
62,96,0.170732
64,96,0.169814
66,96,0.168472
68,96,0.166583
70,96,0.164093
72,96,0.16104
74,96,0.157552
76,96,0.15386
78,96,0.150277
80,96,0.14719
82,96,0.145028
84,96,0.144232
86,96,0.145219
88,96,0.148349
90,96,0.153887
92,96,0.161971
94,96,0.172595
96,96,0.185593
98,96,0.200641
100,96,0.217265
102,96,0.234877
104,96,0.252805
106,96,0.270349
108,96,0.286836
110,96,0.301677
112,96,0.314419
114,96,0.324794
116,96,0.332744
118,96,0.338432
120,96,0.342232
122,96,0.344691
124,96,0.346477
126,96,0.34831
128,96,0.350887
130,96,0.3548
132,96,0.360472
134,96,0.368097
136,96,0.377613
138,96,0.388695
140,96,0.400773
142,96,0.413075
144,96,0.424695
146,96,0.434666
148,96,0.442044
150,96,0.445984
152,96,0.445813
154,96,0.441077
156,96,0.431585
158,96,0.417412
160,96,0.398901
162,96,0.376633
164,96,0.351393
166,96,0.324121
168,96,0.29586
170,96,0.267696
172,96,0.240708
174,96,0.215918
176,96,0.194244
178,96,0.176464
180,96,0.163185
-180,98,0.160812
-178,98,0.152954
-176,98,0.149736
-174,98,0.151142
-172,98,0.15695
-170,98,0.166746
-168,98,0.179938
-166,98,0.195785
-164,98,0.213436
-162,98,0.231967
-160,98,0.250437
-158,98,0.267937
-156,98,0.283643
-154,98,0.296867
-152,98,0.307101
-150,98,0.314048
-148,98,0.317637
-146,98,0.318031
-144,98,0.315603
-142,98,0.310911
-140,98,0.30464
-138,98,0.297552
-136,98,0.290413
-134,98,0.283929
-132,98,0.278687
-130,98,0.275105
-128,98,0.273398
-126,98,0.273569
-124,98,0.27541
-122,98,0.278532
-120,98,0.282406
-118,98,0.286414
-116,98,0.28991
-114,98,0.292279
-112,98,0.292992
-110,98,0.291649
-108,98,0.288012
-106,98,0.282018
-104,98,0.273785
-102,98,0.263593
-100,98,0.251868
-98,98,0.23914
-96,98,0.226009
-94,98,0.213104
-92,98,0.201039
-90,98,0.190376
-88,98,0.181598
-86,98,0.175074
-84,98,0.171049
-82,98,0.16963
-80,98,0.170788
-78,98,0.174363
-76,98,0.18008
-74,98,0.18757
-72,98,0.196396
-70,98,0.206078
-68,98,0.216125
-66,98,0.22606
-64,98,0.235443
-62,98,0.24389
-60,98,0.251083
-58,98,0.256778
-56,98,0.260805
-54,98,0.263062
-52,98,0.263511
-50,98,0.262163
-48,98,0.259076
-46,98,0.254339
-44,98,0.248069
-42,98,0.240403
-40,98,0.231491
-38,98,0.221497
-36,98,0.210588
-34,98,0.198933
-32,98,0.1867
-30,98,0.17405
-28,98,0.161139
-26,98,0.148115
-24,98,0.13512
-22,98,0.122298
-20,98,0.109795
-18,98,0.0977692
-16,98,0.0863945
-14,98,0.0758605
-12,98,0.0663719
-10,98,0.0581419
-8,98,0.0513812
-6,98,0.0462841
-4,98,0.043013
-2,98,0.0416828
0,98,0.0423485
2,98,0.0449957
4,98,0.0495379
6,98,0.0558184
8,98,0.0636178
10,98,0.0726657
12,98,0.0826554
14,98,0.0932587
16,98,0.104142
18,98,0.114979
20,98,0.125464
22,98,0.135322
24,98,0.144313
26,98,0.152247
28,98,0.158982
30,98,0.164432
32,98,0.168571
34,98,0.171433
36,98,0.173109
38,98,0.17374
40,98,0.173512
42,98,0.172635
44,98,0.171331
46,98,0.169814
48,98,0.168267
50,98,0.166833
52,98,0.165593
54,98,0.164567
56,98,0.163711
58,98,0.162925
60,98,0.162069
62,98,0.160983
64,98,0.159513
66,98,0.157532
68,98,0.154969
70,98,0.151828
72,98,0.148199
74,98,0.144267
76,98,0.140309
78,98,0.136679
80,98,0.133795
82,98,0.132105
84,98,0.132055
86,98,0.134058
88,98,0.138453
90,98,0.145473
92,98,0.155212
94,98,0.16761
96,98,0.182438
98,98,0.199301
100,98,0.217652
102,98,0.236826
104,98,0.256078
106,98,0.274636
108,98,0.291763
110,98,0.306817
112,98,0.319303
114,98,0.328927
116,98,0.335622
118,98,0.339559
120,98,0.341136
122,98,0.340946
124,98,0.339719
126,98,0.338256
128,98,0.337344
130,98,0.337678
132,98,0.339791
134,98,0.343991
136,98,0.350326
138,98,0.358574
140,98,0.368257
142,98,0.378681
144,98,0.388996
146,98,0.398272
148,98,0.405575
150,98,0.410051
152,98,0.410992
154,98,0.407894
156,98,0.400493
158,98,0.388783
160,98,0.373015
162,98,0.353676
164,98,0.331454
166,98,0.307195
168,98,0.281853
170,98,0.256433
172,98,0.231942
174,98,0.209338
176,98,0.189485
178,98,0.173119
180,98,0.160812
-180,100,0.157259
-178,100,0.149869
-176,100,0.146687
-174,100,0.147697
-172,100,0.152687
-170,100,0.161264
-168,100,0.17287
-166,100,0.186812
-164,100,0.202297
-162,100,0.218473
-160,100,0.23448
-158,100,0.249499
-156,100,0.262802
-154,100,0.273798
-152,100,0.282071
-150,100,0.287411
-148,100,0.289825
-146,100,0.289536
-144,100,0.28696
-142,100,0.282675
-140,100,0.277369
-138,100,0.271778
-136,100,0.266627
-134,100,0.262559
-132,100,0.260083
-130,100,0.259526
-128,100,0.261005
-126,100,0.264418
-124,100,0.269457
-122,100,0.275632
-120,100,0.282323
-118,100,0.288829
-116,100,0.294437
-114,100,0.298476
-112,100,0.300379
-110,100,0.299723
-108,100,0.296261
-106,100,0.289943
-104,100,0.280908
-102,100,0.269479
-100,100,0.256129
-98,100,0.241452
-96,100,0.226116
-94,100,0.210825
-92,100,0.19627
-90,100,0.183093
-88,100,0.171851
-86,100,0.162983
-84,100,0.156799
-82,100,0.153459
-80,100,0.152978
-78,100,0.155225
-76,100,0.159944
-74,100,0.16677
-72,100,0.175254
-70,100,0.184895
-68,100,0.195168
-66,100,0.205553
-64,100,0.21556
-62,100,0.224749
-60,100,0.23275
-58,100,0.239266
-56,100,0.244078
-54,100,0.247048
-52,100,0.248106
-50,100,0.247245
-48,100,0.244515
-46,100,0.240006
-44,100,0.233845
-42,100,0.226187
-40,100,0.217205
-38,100,0.207084
-36,100,0.196018
-34,100,0.184198
-32,100,0.171815
-30,100,0.159047
-28,100,0.146064
-26,100,0.133023
-24,100,0.120074
-22,100,0.107359
-20,100,0.0950232
-18,100,0.083217
-16,100,0.0721025
-14,100,0.0618552
-12,100,0.052663
-10,100,0.0447202
-8,100,0.0382186
-6,100,0.0333342
-4,100,0.0302134
-2,100,0.0289584
0,100,0.0296159
2,100,0.0321687
4,100,0.0365325
6,100,0.0425586
8,100,0.05004
10,100,0.0587234
12,100,0.0683216
14,100,0.0785288
16,100,0.0890342
18,100,0.0995349
20,100,0.109747
22,100,0.119416
24,100,0.128322
26,100,0.136287
28,100,0.143182
30,100,0.148926
32,100,0.153494
34,100,0.156911
36,100,0.159255
38,100,0.160645
40,100,0.161237
42,100,0.161206
44,100,0.160734
46,100,0.159993
48,100,0.159124
50,100,0.158231
52,100,0.157365
54,100,0.156523
56,100,0.155651
58,100,0.154652
60,100,0.153402
62,100,0.15177
64,100,0.149639
66,100,0.146933
68,100,0.143636
70,100,0.139807
72,100,0.135595
74,100,0.131236
76,100,0.127055
78,100,0.123443
80,100,0.120843
82,100,0.119719
84,100,0.120518
86,100,0.123643
88,100,0.129406
90,100,0.138005
92,100,0.149487
94,100,0.163736
96,100,0.180458
98,100,0.199189
100,100,0.219313
102,100,0.24009
104,100,0.260708
106,100,0.280329
108,100,0.298161
110,100,0.313512
112,100,0.325854
114,100,0.334869
116,100,0.340481
118,100,0.342869
120,100,0.342455
122,100,0.33987
124,100,0.335898
126,100,0.331406
128,100,0.327263
130,100,0.324255
132,100,0.323012
134,100,0.323943
136,100,0.327199
138,100,0.332655
140,100,0.339922
142,100,0.348381
144,100,0.357243
146,100,0.365616
148,100,0.372587
150,100,0.377297
152,100,0.379015
154,100,0.377193
156,100,0.371506
158,100,0.361875
160,100,0.348468
162,100,0.331683
164,100,0.312118
166,100,0.290533
168,100,0.267796
170,100,0.244837
172,100,0.222593
174,100,0.201963
176,100,0.18376
178,100,0.168678
180,100,0.157259
-180,102,0.152837
-178,102,0.145879
-176,102,0.142744
-174,102,0.143412
-172,102,0.147684
-170,102,0.155185
-168,102,0.16539
-166,102,0.177652
-164,102,0.191233
-162,102,0.20535
-160,102,0.21922
-158,102,0.232108
-156,102,0.243374
-154,102,0.252519
-152,102,0.259212
-150,102,0.263321
-148,102,0.264922
-146,102,0.264287
-144,102,0.261868
-142,102,0.258255
-140,102,0.254128
-138,102,0.250197
-136,102,0.247136
-134,102,0.245527
-132,102,0.245799
-130,102,0.248192
-128,102,0.252731
-126,102,0.259219
-124,102,0.267253
-122,102,0.276256
-120,102,0.285527
-118,102,0.294294
-116,102,0.301785
-114,102,0.307284
-112,102,0.31019
-110,102,0.310062
-108,102,0.30665
-106,102,0.299911
-104,102,0.29001
-102,102,0.277302
-100,102,0.262308
-98,102,0.245677
-96,102,0.22814
-94,102,0.21047
-92,102,0.193431
-90,102,0.177738
-88,102,0.164018
-86,102,0.15278
-84,102,0.144394
-82,102,0.139075
-80,102,0.136882
-78,102,0.137718
-76,102,0.141347
-74,102,0.14741
-72,102,0.155454
-70,102,0.164962
-68,102,0.175377
-66,102,0.186141
-64,102,0.196717
-62,102,0.206615
-60,102,0.21541
-58,102,0.222753
-56,102,0.22838
-54,102,0.232109
-52,102,0.233839
-50,102,0.233542
-48,102,0.231255
-46,102,0.227069
-44,102,0.221116
-42,102,0.213566
-40,102,0.204611
-38,102,0.194461
-36,102,0.18333
-34,102,0.171436
-32,102,0.158989
-30,102,0.146186
-28,102,0.13321
-26,102,0.120231
-24,102,0.107403
-22,102,0.09487
-20,102,0.0827737
-18,102,0.0712567
-16,102,0.0604691
-14,102,0.0505706
-12,102,0.0417301
-10,102,0.0341213
-8,102,0.0279148
-6,102,0.0232663
-4,102,0.0203044
-2,102,0.0191177
0,102,0.0197441
2,102,0.0221638
4,102,0.0262961
6,102,0.0320016
8,102,0.0390887
10,102,0.0473235
12,102,0.0564421
14,102,0.0661636
16,102,0.0762032
18,102,0.0862838
20,102,0.0961461
22,102,0.105557
24,102,0.114315
26,102,0.122258
28,102,0.129266
30,102,0.135264
32,102,0.140222
34,102,0.144156
36,102,0.147127
38,102,0.149229
40,102,0.150584
42,102,0.151332
44,102,0.151611
46,102,0.15155
48,102,0.15125
50,102,0.150778
52,102,0.150155
54,102,0.149363
56,102,0.148339
58,102,0.146996
60,102,0.145228
62,102,0.14294
64,102,0.140059
66,102,0.13656
68,102,0.132484
70,102,0.12795
72,102,0.123161
74,102,0.118406
76,102,0.114053
78,102,0.110528
80,102,0.108296
82,102,0.10783
84,102,0.109574
86,102,0.113913
88,102,0.121133
90,102,0.131389
92,102,0.144681
94,102,0.160833
96,102,0.179488
98,102,0.200117
100,102,0.222033
102,102,0.244431
104,102,0.266436
106,102,0.287154
108,102,0.305741
110,102,0.321466
112,102,0.333772
114,102,0.342322
116,102,0.347035
118,102,0.348095
120,102,0.345944
122,102,0.341244
124,102,0.334825
126,102,0.32761
128,102,0.320534
130,102,0.314461
132,102,0.310106
134,102,0.307968
136,102,0.308288
138,102,0.311033
140,102,0.315897
142,102,0.322337
144,102,0.329624
146,102,0.336911
148,102,0.343309
150,102,0.347966
152,102,0.350136
154,102,0.349236
156,102,0.344891
158,102,0.336957
160,102,0.325529
162,102,0.310925
164,102,0.29366
166,102,0.274411
168,102,0.253969
170,102,0.233192
172,102,0.212952
174,102,0.194089
176,102,0.177371
178,102,0.163449
180,102,0.152837
-180,104,0.147917
-178,104,0.141362
-176,104,0.138287
-174,104,0.138674
-172,104,0.14233
-170,104,0.148901
-168,104,0.157895
-166,104,0.168705
-164,104,0.180648
-162,104,0.193006
-160,104,0.205066
-158,104,0.216175
-156,104,0.225774
-154,104,0.233445
-152,104,0.238936
-150,104,0.242185
-148,104,0.243323
-146,104,0.242666
-144,104,0.240689
-142,104,0.237987
-140,104,0.235225
-138,104,0.233078
-136,104,0.232171
-134,104,0.233019
-132,104,0.235975
-130,104,0.241197
-128,104,0.248623
-126,104,0.257969
-124,104,0.26875
-122,104,0.280314
-120,104,0.291888
-118,104,0.302644
-116,104,0.31176
-114,104,0.318483
-112,104,0.322188
-110,104,0.322419
-108,104,0.318925
-106,104,0.311672
-104,104,0.300844
-102,104,0.286829
-100,104,0.270188
-98,104,0.251619
-96,104,0.23191
-94,104,0.211895
-92,104,0.192404
-90,104,0.174219
-88,104,0.158035
-86,104,0.144425
-84,104,0.133819
-82,104,0.126485
-80,104,0.122526
-78,104,0.12188
-76,104,0.124334
-74,104,0.129543
-72,104,0.137052
-70,104,0.146329
-68,104,0.156795
-66,104,0.167857
-64,104,0.178934
-62,104,0.189491
-60,104,0.199049
-58,104,0.20721
-56,104,0.213662
-54,104,0.218182
-52,104,0.220634
-50,104,0.220966
-48,104,0.2192
-46,104,0.215421
-44,104,0.209767
-42,104,0.202419
-40,104,0.193586
-38,104,0.183497
-36,104,0.172391
-34,104,0.160506
-32,104,0.148073
-30,104,0.135309
-28,104,0.122412
-26,104,0.10956
-24,104,0.0969147
-22,104,0.0846229
-20,104,0.0728222
-18,104,0.0616475
-16,104,0.0512359
-14,104,0.0417305
-12,104,0.03328
-10,104,0.0260361
-8,104,0.0201464
-6,104,0.0157451
-4,104,0.0129418
-2,104,0.0118106
0,104,0.0123806
2,104,0.0146295
4,104,0.0184814
6,104,0.0238079
8,104,0.0304347
10,104,0.0381499
12,104,0.0467151
14,104,0.0558772
16,104,0.0653797
18,104,0.0749731
20,104,0.0844238
22,104,0.0935213
24,104,0.102084
26,104,0.109964
28,104,0.117048
30,104,0.123265
32,104,0.128579
34,104,0.132996
36,104,0.136552
38,104,0.139317
40,104,0.141377
42,104,0.142831
44,104,0.143777
46,104,0.144298
48,104,0.144457
50,104,0.144285
52,104,0.143781
54,104,0.14291
56,104,0.141609
58,104,0.139802
60,104,0.137411
62,104,0.134376
64,104,0.130673
66,104,0.126332
68,104,0.121452
70,104,0.11621
72,104,0.110866
74,104,0.105757
76,104,0.101292
78,104,0.0979283
80,104,0.0961469
82,104,0.096425
84,104,0.0992001
86,104,0.104835
88,104,0.113581
90,104,0.125553
92,104,0.140696
94,104,0.158778
96,104,0.17938
98,104,0.201906
100,104,0.225609
102,104,0.249622
104,104,0.273014
106,104,0.294843
108,104,0.314224
110,104,0.330393
112,104,0.342769
114,104,0.351002
116,104,0.355007
118,104,0.354974
120,104,0.35136
122,104,0.344851
124,104,0.336312
126,104,0.326711
128,104,0.317036
130,104,0.308214
132,104,0.30103
134,104,0.29606
136,104,0.293628
138,104,0.29378
140,104,0.296291
142,104,0.300689
144,104,0.306309
146,104,0.312351
148,104,0.31796
150,104,0.322296
152,104,0.324607
154,104,0.324287
156,104,0.320923
158,104,0.314315
160,104,0.304493
162,104,0.291704
164,104,0.276388
166,104,0.259147
168,104,0.240699
170,104,0.221833
172,104,0.20336
174,104,0.186067
176,104,0.170674
178,104,0.157796
180,104,0.147917
-180,106,0.142916
-178,106,0.136739
-176,106,0.133745
-174,106,0.133912
-172,106,0.137058
-170,106,0.142848
-168,106,0.15082
-166,106,0.160407
-164,106,0.170978
-162,106,0.181873
-160,106,0.192452
-158,106,0.20213
-156,106,0.210425
-154,106,0.216992
-152,106,0.22165
-150,106,0.224394
-148,106,0.225404
-146,106,0.225027
-144,106,0.223752
-142,106,0.22217
-140,106,0.220924
-138,106,0.22065
-136,106,0.221917
-134,106,0.225177
-132,106,0.230709
-130,106,0.238592
-128,106,0.248685
-126,106,0.26063
-124,106,0.273869
-122,106,0.287685
-120,106,0.301251
-118,106,0.313693
-116,106,0.32415
-114,106,0.331842
-112,106,0.336126
-110,106,0.336538
-108,106,0.332826
-106,106,0.324966
-104,106,0.313161
-102,106,0.297824
-100,106,0.279551
-98,106,0.259081
-96,106,0.237253
-94,106,0.214954
-92,106,0.193073
-90,106,0.172452
-88,106,0.153848
-86,106,0.137893
-84,106,0.125074
-82,106,0.115712
-80,106,0.109952
-78,106,0.107771
-76,106,0.10898
-74,106,0.11325
-72,106,0.120129
-70,106,0.129077
-68,106,0.139497
-66,106,0.150766
-64,106,0.162265
-62,106,0.173415
-60,106,0.183689
-58,106,0.192642
-56,106,0.199913
-54,106,0.205237
-52,106,0.208445
-50,106,0.209457
-48,106,0.208277
-46,106,0.204982
-44,106,0.199711
-42,106,0.192651
-40,106,0.184028
-38,106,0.174087
-36,106,0.163088
-34,106,0.15129
-32,106,0.138944
-30,106,0.126284
-28,106,0.113524
-26,106,0.100854
-24,106,0.0884409
-22,106,0.0764344
-20,106,0.0649691
-18,106,0.054172
-16,106,0.0441676
-14,106,0.0350814
